"K_SGH";"K_AFD";"V_AFDNAVN";"K_FRADTO";"D_TILDTO";"D_AJODTO";"C_SPECIALE1";"C_SPECIALE2";"C_SPECIALE3";"C_SPECIALE4"
"2503";"016";"PSYKIATRISK DAGAFSNIT";"1991-01-01";"1994-12-31";"1991-01-01";"050";NULL;NULL;NULL
"2503";"016";"Psykiatrisk dagafsnit";"1995-01-01";"2002-12-31";"2002-10-31";"050";NULL;NULL;NULL
"2000";"839";"HI Labifa Koagulationsamb.";"2003-07-01";"2004-09-30";"2004-09-30";"060";NULL;NULL;NULL
"2000";"839";"Koagulationsamb.";"2004-10-01";"2006-09-30";"2006-09-19";"060";NULL;NULL;NULL
"2000";"840";"Hi Gyn.-obstetrisk afd. senge";"1998-01-01";"2005-06-30";"2005-06-17";"038";NULL;NULL;NULL
"2000";"841";"He Gyn.-obstetrisk afd. senge";"1998-01-01";"2003-08-31";"2003-08-05";"038";NULL;NULL;NULL
"2000";"849";"Hi Gyn.-obstetrisk afd. amb.";"1998-01-01";"2005-06-30";"2005-06-17";"038";NULL;NULL;NULL
"2000";"84L";"He Gyn.-obstetrisk afd. amb.";"1998-01-01";"2003-08-31";"2003-08-05";"038";NULL;NULL;NULL
"2000";"85 ";"HI Klinisk Biokemisk Overafd.";"2008-07-01";"2500-01-01";"2008-10-20";NULL;NULL;NULL;NULL
"2529";"010";"Roskilde Øjenklinik v. Jesper Thulesen, beh.afsnit";"2012-11-01";"2500-01-01";"2012-10-16";"044";NULL;NULL;NULL
"2588";"999";"Anden rekvirent, Roskilde Amt";"2000-01-01";"2009-07-01";"2009-06-23";"099";NULL;NULL;NULL
"2501";"082";"Neurologisk genoptræningscenter";"1998-12-01";"2009-03-31";"2009-02-18";"020";NULL;NULL;NULL
"2501";"083";"Neurologisk apopleksiafsnit";"2003-01-01";"2009-03-31";"2009-02-18";"020";NULL;NULL;NULL
"2501";"084";"NEUROLOGISK AFD., .EEG-LAB.";"1990-01-01";"1990-12-31";"1990-01-01";"020";NULL;NULL;NULL
"2501";"089";"NEUROLOGISK AFD., AMBULAT.";"1983-01-01";"1990-12-31";"1983-01-01";"020";NULL;NULL;NULL
"2501";"089";"NEUROLOGISK AFD., AMBULAT.";"1991-01-01";"1994-12-31";"1991-01-01";"020";NULL;NULL;NULL
"2501";"089";"Neurologisk afd., ambulat.";"1995-01-01";"2009-03-31";"2009-02-18";"020";NULL;NULL;NULL
"2501";"09 ";"Øjenafd., RAS Roskilde";"2006-01-01";"2009-03-31";"2009-02-18";NULL;NULL;NULL;NULL
"2501";"090";"ØJENAFDELING";"1976-04-01";"1982-12-31";"1976-04-01";"044";NULL;NULL;NULL
"2501";"090";"ØJENAFDELING";"1983-01-01";"1990-12-31";"1983-01-01";"044";NULL;NULL;NULL
"2501";"090";"ØJENAFDELING";"1991-01-01";"1991-12-31";"1991-01-01";"044";NULL;NULL;NULL
"2501";"091";"ØJENAFDELING, SENGE";"1985-01-01";"1989-12-31";"1985-01-01";"042";NULL;NULL;NULL
"2501";"091";"ØJENAFDELINGEN, SENGE";"1990-01-01";"1990-12-31";"1990-01-01";"044";NULL;NULL;NULL
"2501";"091";"ØJENAFDELINGEN, SENGE";"1991-01-01";"1992-12-31";"1991-01-01";"044";NULL;NULL;NULL
"2501";"093";"ØJENAFDELING, KORTTIDS";"1991-01-01";"1992-12-31";"1991-01-01";"044";NULL;NULL;NULL
"2501";"093";"ØJENAFDELING, KORTTIDS";"1993-01-01";"1994-12-31";"1993-01-01";"044";NULL;NULL;NULL
"2023";"030";"Behandlingsafdeling";"2007-07-01";"2500-01-01";"2007-08-17";"046";NULL;NULL;NULL
"2023";"04 ";"Apnøklinikken, Odense";"2008-01-01";"2500-01-01";"2007-12-17";NULL;NULL;NULL;NULL
"2023";"040";"Behandlingsafdeling";"2008-01-01";"2500-01-01";"2007-12-17";"046";NULL;NULL;NULL
"2024";"01 ";"Overafdeling";"2006-01-01";"2010-06-20";"2010-06-02";NULL;NULL;NULL;NULL
"2024";"010";"Behandlingsafdeling";"2005-01-01";"2010-06-20";"2010-06-02";"099";NULL;NULL;NULL
"2025";"01 ";"Speciallæge i kvindesygdomme Henrik Skensved, afdeling";"2006-01-01";"2500-01-01";"2012-01-25";NULL;NULL;NULL;NULL
"2029";"01 ";"Plastikkirurgisk Speciallægeklinik, afdeling";"2006-01-01";"2500-01-01";"2010-06-14";NULL;NULL;NULL;NULL
"2029";"010";"Plastikkirurgisk Speciallægeklinik, beh.afsnit";"2006-01-01";"2010-06-21";"2010-06-14";"044";NULL;NULL;NULL
"2029";"010";"Plastikkirurgisk Speciallægeklinik, beh.afsnit";"2010-06-22";"2500-01-01";"2010-06-14";"033";NULL;NULL;NULL
"2030";"01 ";"Overafdeling";"2006-01-01";"2500-01-01";"2006-02-17";NULL;NULL;NULL;NULL
"2030";"010";"Behandlingsafdeling";"2006-01-01";"2500-01-01";"2006-02-17";"044";NULL;NULL;NULL
"2031";"01 ";"Rungsted Øjenklinik, Overafdeling";"2007-06-01";"2500-01-01";"2007-08-17";NULL;NULL;NULL;NULL
"2031";"010";"Behandlingsafdeling";"2007-06-01";"2500-01-01";"2007-08-17";"044";NULL;NULL;NULL
"2501";"056";"Pårørende Ambulatorium B";"2005-01-01";"2009-03-31";"2009-02-18";"099";NULL;NULL;NULL
"2501";"057";"LUNGEKLINIK";"1977-01-01";"1982-12-31";"1977-01-01";"010";NULL;NULL;NULL
"2501";"057";"LUNGEKLINIK";"1983-01-01";"1991-12-31";"1983-01-01";"010";NULL;NULL;NULL
"2501";"057";"MEDICINSK AFD., DIALYSEAFSNIT";"1993-01-01";"1994-12-31";"1993-01-01";"011";NULL;NULL;NULL
"2501";"057";"Medicinsk afd., dialyseafsnit";"1995-01-01";"2001-12-31";"2001-11-30";"011";NULL;NULL;NULL
"2501";"057";"Medicinsk afd., dialyseafsnit";"2002-01-01";"2009-03-31";"2009-02-18";"011";NULL;NULL;NULL
"2501";"058";"ALLERGIKLINIK";"1984-01-01";"1991-12-31";"1984-01-01";"007";NULL;NULL;NULL
"2503";"018";"PSYKIATRISK SKADESTUE";"1992-01-01";"1994-12-31";"1992-01-01";"050";NULL;NULL;NULL
"2503";"018";"Psykiatrisk skadestue";"1995-01-01";"2009-03-31";"2009-02-18";"050";NULL;NULL;NULL
"2503";"019";"AMBULATORIUM";"1987-05-08";"1987-12-31";"1987-05-08";"050";NULL;NULL;NULL
"2503";"019";"PSYKIATRISK AMBULATORIUM";"1988-01-01";"1990-12-31";"1988-01-01";"050";NULL;NULL;NULL
"2503";"019";"PSYKIATRISK AMBULATORIUM";"1991-01-01";"1994-12-31";"1991-01-01";"050";NULL;NULL;NULL
"2503";"019";"Psykiatrisk ambulatorium";"1995-01-01";"2009-03-31";"2009-02-18";"050";NULL;NULL;NULL
"2041";"01 ";"Spec.læge i dermato-ven., Annette Wolff-Sneedorff, beh.afsni";"2009-08-01";"2500-01-01";"2009-08-12";NULL;NULL;NULL;NULL
"2041";"010";"Spec.læge i dermato-ven., Annette Wolff-Sneedorff, beh.afsni";"2009-08-01";"2500-01-01";"2009-08-12";"018";NULL;NULL;NULL
"2042";"01 ";"Søvn- og snorkeklinikken i Frederikssund, afdeling";"2010-01-01";"2500-01-01";"2010-01-06";NULL;NULL;NULL;NULL
"2042";"010";"Søvn- og snorkeklinikken i Frederikssund, beh.afsnit";"2010-01-01";"2500-01-01";"2010-01-18";"046";NULL;NULL;NULL
"2043";"01 ";"Aleris Ungplan, afdeling";"2010-02-01";"2500-01-01";"2010-03-09";NULL;NULL;NULL;NULL
"2043";"010";"Aleris Ungplan, beh.afsnit";"2010-02-01";"2500-01-01";"2010-03-09";"052";NULL;NULL;NULL
"2047";"010";"Hudklinikken Johannes Kristensen, beh.afsnit";"2012-01-01";"2500-01-01";"2012-01-20";"018";NULL;NULL;NULL
"2088";"999";"Anden rekvirent, Frederiksborg Amt";"2000-01-01";"2009-07-01";"2009-06-23";"099";NULL;NULL;NULL
"2099";"99 ";"Anden rekvirent, Region Hovedstaden, afdeling";"2009-01-01";"2500-01-01";"2009-06-23";NULL;NULL;NULL;NULL
"2099";"999";"Anden rekvirent, Region Hovedstaden, beh. afsnit";"2009-01-01";"2500-01-01";"2009-06-23";"099";NULL;NULL;NULL
"2501";"01 ";"Intensiv terapiafd., RAS Roskilde";"2006-01-01";"2009-03-31";"2009-02-18";NULL;NULL;NULL;NULL
"2501";"010";"ANÆSTHESIOLOGISK AFDELING";"1976-04-01";"1982-12-31";"1976-04-01";"084";NULL;NULL;NULL
"2501";"010";"ANÆSTESIAFDELINGEN";"1983-01-01";"1994-12-31";"1983-01-01";"084";NULL;NULL;NULL
"2501";"010";"ANÆSTESIAFDELINGEN";"1995-01-01";"1996-12-31";"1995-01-01";"084";NULL;NULL;NULL
"2501";"011";"INTENSIV TERAPIAFDELING, SENGE";"1992-01-01";"1994-12-31";"1992-01-01";"084";NULL;NULL;NULL
"2501";"011";"Intensiv terapiafdeling, senge";"1995-01-01";"2009-03-31";"2009-02-18";"084";NULL;NULL;NULL
"2501";"019";"ANÆSTESIAFD., SMERTEKLINIK";"1990-01-01";"1994-12-31";"1990-01-01";"084";NULL;NULL;NULL
"2501";"019";"Anæstesiafd., smerteklinik";"1995-01-01";"2002-12-31";"2002-10-31";"084";NULL;NULL;NULL
"2501";"019";"Anæstesiafd., palliativ enhed";"2003-01-01";"2006-09-30";"2006-09-19";"084";NULL;NULL;NULL
"2501";"019";"Anæstesiafd., palliativ enhed";"2006-10-01";"2009-03-31";"2009-02-18";"099";NULL;NULL;NULL
"2501";"02 ";"Billeddiagnostisk afd., RAS Roskilde";"2006-01-01";"2009-03-31";"2009-02-18";NULL;NULL;NULL;NULL
"2501";"037";"Reumatologisk afdeling, ergoterapi";"2001-12-01";"2001-12-31";"2001-11-30";"012";NULL;NULL;NULL
"2501";"037";"Reumatologisk afdeling, ergoterapi";"2002-01-01";"2002-12-31";"2002-10-31";"012";NULL;NULL;NULL
"2501";"037";"Reumatologisk afdeling, ergoterapi";"2003-01-01";"2009-03-31";"2009-02-18";"098";NULL;NULL;NULL
"2501";"039";"FYSIURGISK AMBULATORIUM";"1977-01-01";"1982-12-31";"1977-01-01";"026";NULL;NULL;NULL
"2501";"039";"FYSIURGISK-REUMATOL. AMBULAT";"1983-01-01";"1990-12-31";"1983-01-01";"012";NULL;NULL;NULL
"2501";"039";"FYSIURGISK-REUMATOL. AMBULAT";"1991-01-01";"1993-12-31";"1991-01-01";"012";NULL;NULL;NULL
"2501";"039";"REUMATOLOGISK AMBULATORIUM";"1994-01-01";"1994-12-31";"1994-01-01";"012";NULL;NULL;NULL
"2501";"039";"Reumatologisk ambulatorium";"1995-01-01";"2009-03-31";"2009-02-18";"012";NULL;NULL;NULL
"2501";"04 ";"Gynækologisk afd., RAS Roskilde";"2006-01-01";"2009-03-31";"2009-02-18";NULL;NULL;NULL;NULL
"2501";"041";"GYNÆKOLOGISK AFDELING";"1976-04-01";"1982-12-31";"1976-04-01";"038";NULL;NULL;NULL
"2501";"051";"Medicinsk afdeling, senge";"1995-01-01";"2009-03-31";"2009-02-18";"001";"006";"007";"010"
"2501";"052";"LUNGEMEDICINSK AFSNIT";"1976-04-01";"1976-12-31";"1976-04-01";"010";NULL;NULL;NULL
"2501";"052";"MED. AFD., HÆMATOL. SENGEAFSN.";"1993-01-01";"1994-12-31";"1993-01-01";"001";"004";NULL;NULL
"2501";"052";"Med. afd., hæmatol. sengeafsn.";"1995-01-01";"2006-02-28";"2006-02-17";"001";"004";"022";NULL
"2501";"061";"KIRURGISK AFDELING, SENGE";"1985-01-01";"1989-12-31";"1985-01-01";"030";NULL;NULL;NULL
"2501";"061";"KIRURGISK AFDELING, SENGE";"1990-01-01";"1991-12-31";"1990-01-01";"030";NULL;NULL;NULL
"2501";"061";"ORGANKIRURGISK AFDELING, SENGE";"1992-01-01";"1994-12-31";"1992-01-01";"030";"032";"033";"035"
"2501";"061";"Organkirurgisk afdeling, senge";"1995-01-01";"2005-12-31";"2005-09-16";"030";"032";"033";"035"
"2501";"061";"Kirurgisk afdeling, senge";"2006-01-01";"2009-03-31";"2009-02-18";"030";"032";NULL;NULL
"2501";"062";"ORGANKIR.AFD.,SKADEOBS.SENGE";"1993-01-01";"1994-12-31";"1993-01-01";"030";NULL;NULL;NULL
"2501";"062";"Organkir.afd.,skadeobs.senge";"1995-01-01";"2005-01-31";"2005-01-31";"030";"042";NULL;NULL
"2501";"063";"KIRURGISK AFD., KORTTIDS.";"1985-01-01";"1989-12-31";"1985-01-01";"030";NULL;NULL;NULL
"2501";"063";"KIRURGISK AFD., KORTTIDS.";"1990-01-01";"1991-12-31";"1990-01-01";"030";NULL;NULL;NULL
"3000";"010";"Medicinsk afdeling, Holbæk";"1995-01-01";"2006-03-31";"2005-12-14";"001";NULL;NULL;NULL
"3000";"011";"Geriatrisk afsnit, Holbæk";"1995-01-01";"2006-03-31";"2005-12-14";"002";NULL;NULL;NULL
"3000";"012";"Kardiologisk afsnit, Holbæk";"1995-01-01";"2006-03-31";"2005-12-14";"006";NULL;NULL;NULL
"3000";"014";"Medicinsk gastroenterologisk afsnit, Holbæk";"1995-01-01";"2006-03-31";"2005-12-14";"009";NULL;NULL;NULL
"3000";"015";"Lungemedicinsk afsnit, Holbæk";"1995-01-01";"2006-03-31";"2005-12-14";"010";NULL;NULL;NULL
"3000";"019";"Medicinsk ambulatorium, Holbæk";"1995-01-01";"2006-03-31";"2005-12-14";"001";NULL;NULL;NULL
"3000";"01A";"Nefrologisk afsnit, Holbæk";"1995-01-01";"2006-03-31";"2005-12-14";"011";NULL;NULL;NULL
"3000";"01B";"Reumatologisk afsnit, Holbæk";"1995-01-01";"2006-03-31";"2005-12-14";"012";NULL;NULL;NULL
"3000";"04D";"Geriatrisk ambulatorium, Korsør";"1995-01-01";"2006-03-31";"2005-12-14";"002";"001";NULL;NULL
"3000";"04P";"Fysio- og ergoterapi, Korsør";"1995-01-01";"2002-12-31";"2002-10-31";"099";NULL;NULL;NULL
"3000";"04P";"Fysio- og ergoterapi, Korsør";"2003-01-01";"2006-03-31";"2005-12-14";"098";NULL;NULL;NULL
"3000";"050";"Medicinsk afdeling, Kalundborg";"1995-01-01";"2006-03-31";"2005-12-14";"001";NULL;NULL;NULL
"3000";"051";"Geriatrisk afsnit, Kalundborg";"2005-06-01";"2006-03-31";"2005-12-14";"002";NULL;NULL;NULL
"3000";"052";"Kardiologisk afsnit, Kalundborg";"2005-06-01";"2006-03-31";"2005-12-14";"006";NULL;NULL;NULL
"3000";"053";"Endokrinologisk afsnit, Kalundborg";"2005-06-01";"2006-03-31";"2005-12-14";"008";NULL;NULL;NULL
"3000";"054";"Medicinsk gastroenterologisk afsnit, Kalundborg";"2005-06-01";"2006-03-31";"2005-12-14";"009";NULL;NULL;NULL
"3000";"055";"Lungemedicinsk afsnit, Kalundborg";"2005-06-01";"2006-03-31";"2005-12-14";"010";NULL;NULL;NULL
"3000";"059";"Medicinsk ambulatorium, Kalundborg";"1995-01-01";"2006-03-31";"2005-12-14";"001";NULL;NULL;NULL
"3000";"12F";"Medicinsk ambulatorium, Kalundborg";"2003-01-01";"2009-02-28";"2009-01-19";"001";NULL;NULL;NULL
"3000";"13 ";"Lungemedicinsk overafdeling";"2006-01-01";"2009-02-28";"2009-01-19";NULL;NULL;NULL;NULL
"3000";"130";"Lungemedicinsk afdeling, Holbæk";"2003-01-01";"2009-02-28";"2009-01-19";"010";NULL;NULL;NULL
"3000";"131";"Lungemedicinsk afdeling, Slagelse";"2003-01-01";"2009-02-28";"2009-01-19";"010";NULL;NULL;NULL
"3000";"132";"Lungemedicinsk afdeling, Kalundborg";"2003-01-01";"2009-02-28";"2009-01-19";"010";NULL;NULL;NULL
"2502";"044";"KIRURGISK KORTTIDSAFSN.,SENGE";"1990-01-01";"1994-12-31";"1990-01-01";"030";"032";NULL;NULL
"2502";"044";"KIRURGISK KORTTIDSAFSN., SENGE";"1995-01-01";"1996-12-31";"1995-01-01";"030";"032";"035";NULL
"2502";"045";"Kirurgisk dagafsnit";"1995-01-01";"2001-12-31";"2001-10-31";"030";NULL;NULL;NULL
"2502";"050";"ARBEJDSMED. AMBULATORIUM";"1988-01-01";"1990-12-31";"1988-01-01";"086";NULL;NULL;NULL
"2502";"050";"ARBEJDSMED. AMBULATORIUM";"1991-01-01";"1994-12-31";"1991-01-01";"086";NULL;NULL;NULL
"2502";"050";"Arbejdsmed. ambulatorium";"1995-01-01";"2009-03-31";"2009-02-18";"086";NULL;NULL;NULL
"2502";"06 ";"Fysioterapien/Ergoterapien, RAS Køge";"2006-01-01";"2009-03-31";"2009-02-18";NULL;NULL;NULL;NULL
"2502";"060";"FYSIURGISK/REUMATOLOGISK AFD";"1988-01-01";"1990-12-31";"1988-01-01";"001";"012";NULL;NULL
"2502";"060";"FYSIURGISK/REUMATOLOGISK AFD.";"1991-01-01";"1991-12-31";"1991-01-01";"001";"012";NULL;NULL
"2501";"053";"Med. afd., dermatologisk amb.";"1997-01-01";"2006-02-28";"2006-02-17";"001";"018";NULL;NULL
"2501";"054";"Med.afd.hæmat./onkol.,dagafsn.";"1996-01-01";"1996-12-31";"2000-09-29";"001";"004";"022";NULL
"2501";"054";"Med.afd.hæmat./onkol.,dagafsn.";"1997-01-01";"2001-12-31";"2001-10-31";"001";"004";"022";NULL
"2501";"055";"MEDICINSK AFD. CARD.AMB./LAB";"1995-01-01";"1995-12-31";"1995-01-01";"006";NULL;NULL;NULL
"2501";"055";"Medicinsk afd. card.amb./lab.";"1996-01-01";"2001-12-31";"2001-10-31";"006";NULL;NULL;NULL
"2501";"055";"Medicinsk afd. card.amb.";"2002-01-01";"2009-03-31";"2009-02-18";"006";NULL;NULL;NULL
"2503";"029";"DISTRIKTSPSYK. AMBULAT., GREVE";"1991-01-01";"1994-12-31";"1991-01-01";"050";NULL;NULL;NULL
"2503";"029";"Børne- og ungdomspsyk. amb.";"1997-01-01";"2000-12-31";"2000-10-27";"052";NULL;NULL;NULL
"2503";"029";"Børnepsykiatrisk ambulatorium";"2001-01-01";"2009-03-31";"2009-02-18";"052";NULL;NULL;NULL
"2503";"03 ";"Ungdomspsykiatrisk døgnafd., Amtssgh. Fjorden";"2006-01-01";"2009-03-31";"2009-02-18";NULL;NULL;NULL;NULL
"2503";"030";"PSYKIATRISK AFDELING, KØGE";"1990-01-01";"1990-12-31";"1990-01-01";"050";NULL;NULL;NULL
"2503";"030";"PSYKIATRISK AFDELING, KØGE";"1991-01-01";"1994-12-31";"1991-01-01";"050";NULL;NULL;NULL
"2503";"030";"Ungdomspsykiatrisk døgnafsnit";"2001-01-01";"2009-03-31";"2009-02-18";"052";NULL;NULL;NULL
"2503";"036";"PSYKIATRISK DAGAFSNIT, KØGE";"1990-01-01";"1990-12-31";"1990-01-01";"050";NULL;NULL;NULL
"2503";"036";"PSYKIATRISK DAGAFSNIT, KØGE";"1991-01-01";"1994-12-31";"1991-01-01";"050";NULL;NULL;NULL
"2503";"036";"Ungdomspsykiatrisk deldøgnsafsnit";"2001-01-01";"2002-12-31";"2002-10-31";"052";NULL;NULL;NULL
"2503";"066";"PSYKIATRISK DAGAFSNIT DISTR. 3";"1994-01-01";"1994-12-31";"1994-01-01";"050";NULL;NULL;NULL
"2503";"069";"PAYKIATRISK AMBULAT. DISTR. 3";"1994-01-01";"1994-12-31";"1994-01-01";"050";NULL;NULL;NULL
"2503";"070";"PSYKIATRISK AFDELING DISTR. 4";"1994-01-01";"1994-12-31";"1994-01-01";"050";NULL;NULL;NULL
"2503";"071";"PSYKIATRISK DAGAFSNIT DISTR. 4";"1994-01-01";"1994-12-31";"1994-01-01";"050";NULL;NULL;NULL
"2503";"079";"PSYKIATRISK AMBULAT. DISTR. 4";"1994-01-01";"1994-12-31";"1994-01-01";"050";NULL;NULL;NULL
"2503";"080";"PSYKIATRISK AFDELING DISTR. 5";"1994-01-01";"1994-12-31";"1994-01-01";"050";NULL;NULL;NULL
"2503";"086";"PSYKIATRISK DAGAFSNIT DISTR. 5";"1994-01-01";"1994-12-31";"1994-01-01";"050";NULL;NULL;NULL
"2503";"089";"PSYKIATRISK AMBULAT. DISTR. 5";"1994-01-01";"1994-12-31";"1994-01-01";"050";NULL;NULL;NULL
"2503";"09 ";"Afd. for ergo/fys behandling, Amtssgh. Fjorden";"2006-01-01";"2009-03-31";"2009-02-18";NULL;NULL;NULL;NULL
"2503";"099";"Afdeling for ergo/fys behandling";"2004-01-01";"2009-03-31";"2009-02-18";"050";"098";NULL;NULL
"2510";"01 ";"Overafdeling";"2006-01-01";"2011-09-08";"2011-08-31";NULL;NULL;NULL;NULL
"2510";"010";"Metadonklinikken";"2000-01-01";"2011-09-08";"2011-08-31";"050";"052";NULL;NULL
"2511";"01 ";"Overafdeling";"2006-01-01";"2011-05-20";"2011-05-12";NULL;NULL;NULL;NULL
"2511";"010";"Behandlingsafdeling";"2004-10-01";"2011-05-20";"2011-05-12";"042";NULL;NULL;NULL
"3000";"13D";"Lungemedicinsk ambulatorium, Holbæk";"2003-01-01";"2009-02-28";"2009-01-19";"010";NULL;NULL;NULL
"3000";"13E";"Lungemedicinsk ambulatorium, Slagelse";"2003-01-01";"2009-02-28";"2009-01-19";"010";NULL;NULL;NULL
"3000";"13F";"Lungemedicinsk ambulatorium, Kalundborg";"2003-01-01";"2009-02-28";"2009-01-19";"010";NULL;NULL;NULL
"3000";"13K";"Allergologisk ambulatorium, Holbæk";"2003-01-01";"2009-02-28";"2009-01-19";"007";NULL;NULL;NULL
"3000";"14 ";"Medicinsk gastroenterologisk overafdeling";"2006-01-01";"2009-02-28";"2009-01-19";NULL;NULL;NULL;NULL
"3000";"184";"Geriatrisk afdeling, Nykøbing Sj.";"2003-01-01";"2007-04-30";"2007-04-19";"002";NULL;NULL;NULL
"3000";"185";"Geriatrisk afdeling, Korsør";"2003-01-01";"2009-02-28";"2009-01-19";"002";NULL;NULL;NULL
"3000";"18D";"Geriatrisk ambulatorium, Holbæk";"2003-01-01";"2009-02-28";"2009-01-19";"002";NULL;NULL;NULL
"3000";"18E";"Geriatrisk ambulatorium, Slagelse";"2003-01-01";"2009-02-28";"2009-01-19";"002";NULL;NULL;NULL
"3000";"18F";"Geriatrisk ambulatorium, Kalundborg";"2003-01-01";"2004-12-31";"2006-05-17";"002";NULL;NULL;NULL
"3000";"18F";"Geriatrisk ambulatorium, Kalundborg";"2005-01-01";"2009-02-28";"2009-01-19";"002";NULL;NULL;NULL
"2502";"060";"FYSIURGISK/REUMATOLOGISK AFD.";"1992-01-01";"1994-12-31";"1992-01-01";"012";NULL;NULL;NULL
"2502";"060";"FYSIURGISK/REUMATOLOGISK AFD.";"1995-01-01";"1996-12-31";"1995-01-01";"012";NULL;NULL;NULL
"2502";"060";"Reumatologisk afdeling";"1997-01-01";"2000-12-31";"2000-11-30";"012";NULL;NULL;NULL
"2502";"060";"Reumatologisk afdeling, senge";"2005-01-01";"2009-03-31";"2009-02-18";"012";NULL;NULL;NULL
"2502";"07 ";"Klinisk biokemisk afd., RAS Køge";"2006-01-01";"2009-03-31";"2009-02-18";NULL;NULL;NULL;NULL
"2502";"070";"KLINISK KEMISK AFDELING";"1988-01-01";"1994-12-31";"1988-01-01";"060";NULL;NULL;NULL
"2502";"070";"KLINISK KEMISK AFDELING";"1995-01-01";"1997-12-31";"1997-11-17";"060";NULL;NULL;NULL
"2502";"070";"Klinisk biokemisk afdeling";"1998-01-01";"2009-03-31";"2009-02-18";"060";NULL;NULL;NULL
"2502";"08 ";"Klinisk fysiologisk afd., RAS Køge";"2006-01-01";"2009-03-31";"2009-02-18";NULL;NULL;NULL;NULL
"2501";"063";"ORGANKIR. AFD., KORTTIDSSENGE";"1992-01-01";"1994-12-31";"1992-01-01";"030";"032";"035";NULL
"2501";"066";"Organkir. afd., dagafsnit";"1995-01-01";"2001-12-31";"2001-10-31";"030";"032";"035";"033"
"2501";"066";"Mammakirurgisk ambulatorium";"2005-01-01";"2009-03-31";"2009-02-18";"030";NULL;NULL;NULL
"2501";"067";"KIRURGISK FORUNDERSØGELSESAMB.";"1984-01-01";"1991-12-31";"1984-01-01";"030";NULL;NULL;NULL
"2501";"067";"PLASTIKKIRURGISK AFD., AMB.";"1994-01-01";"1997-12-31";"1997-12-18";"030";"033";NULL;NULL
"2501";"067";"Plastikkirurgisk afd., amb.";"1998-01-01";"2003-02-28";"2002-10-31";"030";"033";NULL;NULL
"2501";"068";"SKADESTUEN";"1977-01-01";"1982-12-31";"1977-01-01";"030";NULL;NULL;NULL
"2501";"068";"SKADESTUEN";"1983-01-01";"1986-12-31";"1983-01-01";"030";NULL;NULL;NULL
"2501";"069";"KIRURGISK AMBULATORIUM";"1977-01-01";"1982-12-31";"1977-01-01";"030";NULL;NULL;NULL
"2501";"069";"KIRURGISK AFDELING, AMBULAT.";"1983-01-01";"1991-12-31";"1983-01-01";"030";NULL;NULL;NULL
"2501";"069";"ORGANKIR. AFD., AMBULATORIUM";"1992-01-01";"1994-12-31";"1992-01-01";"030";"032";"033";"035"
"2501";"084";"NEUROLOG. AFD., NEUROFYS. LAB.";"1991-01-01";"1994-12-31";"1991-01-01";"020";NULL;NULL;NULL
"2501";"084";"Neurolog. afd., neurofys. lab.";"1995-01-01";"2009-03-31";"2009-02-18";"020";NULL;NULL;NULL
"2501";"086";"NEUROLOGISK AFD., DAGAFSNIT";"1990-01-01";"1994-12-31";"1990-01-01";"044";NULL;NULL;NULL
"2501";"086";"Neurologisk afd., dagafsnit";"1995-01-01";"2001-12-31";"2001-10-31";"020";NULL;NULL;NULL
"2501";"086";"Pårørende Ambulatorium N";"2005-01-01";"2009-03-31";"2009-02-18";"099";NULL;NULL;NULL
"2501";"087";"NEUROL. AFD., HOVEDPINEKLINIK";"1990-01-01";"1990-12-31";"1990-01-01";"020";NULL;NULL;NULL
"2000";"804";"He Billeddiag. afd. røntgen";"1998-01-01";"2005-12-31";"2005-12-14";"066";NULL;NULL;NULL
"2000";"810";"Hi Patologisk-anatomisk afd.";"1998-01-01";"2004-10-31";"2004-09-30";"065";NULL;NULL;NULL
"2501";"115";"ØRE-,NÆSE-HALSAFD., OPERATION";"1990-01-01";"1990-12-31";"1990-01-01";"046";NULL;NULL;NULL
"2501";"115";"ØRE-,NÆSE-,HALSAFD., OPERATION";"1991-01-01";"1994-12-31";"1991-01-01";"046";NULL;NULL;NULL
"2501";"115";"ØRE-,NÆSE-,HALSAFD., OPERATION";"1995-01-01";"1996-12-31";"1995-01-01";"046";NULL;NULL;NULL
"2501";"116";"ØRE-,NÆSE-,HALSAFD., DAGAFSNIT";"1990-01-01";"1994-12-31";"1990-01-01";"065";NULL;NULL;NULL
"2501";"119";"ØRE-, NÆSE- OG HALSAFD., AMB.";"1977-01-01";"1982-12-31";"1977-01-01";"046";NULL;NULL;NULL
"2501";"119";"ØRE-, NÆSE- OG HALSAFD., AMB.";"1983-01-01";"1987-12-30";"1983-01-01";"046";NULL;NULL;NULL
"2501";"119";"ØRE-,NÆSE OG HALSAMB.";"1987-12-31";"1987-12-31";"1987-12-31";"046";NULL;NULL;NULL
"2501";"119";"ØRE-,NÆSE-HALSAFD., AMBULAT.";"1988-01-01";"1990-12-31";"1988-01-01";"046";NULL;NULL;NULL
"2501";"119";"ØRE-,NÆSE-,HALSAFD., AMBULAT.";"1991-01-01";"1994-12-31";"1991-01-01";"046";NULL;NULL;NULL
"4202";"759";"OUH Skadestuen (Svendborg)";"2012-11-01";"2500-01-01";"2012-10-12";"042";NULL;NULL;NULL
"2501";"126";"MED. AFD. DAGHOSPITAL";"1982-01-01";"1982-12-31";"1982-01-01";"002";NULL;NULL;NULL
